tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-7696,Next Gen Finals,Hard,8,F,20251217,396,210530,1,,Learner Tien,L,180,USA,20.0,149282,5,,Nicolai Budkov Kjaer,R,188,NOR,19.2,3-4(2) 4-1 4-2 4-2,5,RR,79,9,0,69,52,37,13,12,2,2,17,3,65,49,36,6,11,4,7,28,1550,136,450
2025-7696,Next Gen Finals,Hard,8,F,20251217,395,212588,7,,Rafael Jodar,U,,ESP,19.2,210530,1,,Learner Tien,L,180,USA,20.0,1-4 4-3(3) 1-4 4-2 4-3(4),5,RR,121,3,2,95,64,41,10,15,8,16,4,5,80,48,33,17,13,4,9,168,349,28,1550
2025-7696,Next Gen Finals,Hard,8,F,20251217,394,149282,5,,Nicolai Budkov Kjaer,R,188,NOR,19.2,212021,4,,Martin Landaluce,R,191,ESP,19.9,4-1 3-4(7) 4-2 4-3(4),5,RR,102,9,2,74,50,38,13,11,2,4,4,3,78,50,36,10,12,4,9,136,450,134,455
2025-7696,Next Gen Finals,Hard,8,F,20251217,393,212588,7,,Rafael Jodar,U,,ESP,19.2,212021,4,,Martin Landaluce,R,191,ESP,19.9,4-3(7) 4-1 4-3(2),5,RR,83,9,0,57,44,33,12,9,4,5,4,1,61,38,27,11,8,1,3,168,349,134,455
2025-7696,Next Gen Finals,Hard,8,F,20251217,392,149282,5,,Nicolai Budkov Kjaer,R,188,NOR,19.2,212588,7,,Rafael Jodar,U,,ESP,19.2,4-1 4-2 1-4 4-2,5,RR,76,7,2,61,41,27,7,11,5,9,2,1,59,37,19,11,11,0,6,136,450,168,349
2025-7696,Next Gen Finals,Hard,8,F,20251217,391,210696,2,,Alexander Blockx,R,191,BEL,20.6,209976,3,,Dino Prizmic,R,188,CRO,20.3,4-3(4) 2-4 4-2 4-0,5,RR,94,5,0,71,47,32,13,11,7,9,2,2,71,46,26,12,11,8,12,116,542,128,487
2025-7696,Next Gen Finals,Hard,8,F,20251217,390,210696,2,,Alexander Blockx,R,191,BEL,20.6,210460,6,,Nishesh Basavareddy,R,180,USA,20.6,4-3(2) 4-3(8) 4-1,5,RR,80,11,2,68,41,31,15,9,9,10,2,5,58,35,25,10,8,1,3,116,542,167,349
2025-7696,Next Gen Finals,Hard,8,F,20251217,389,210696,2,,Alexander Blockx,R,191,BEL,20.6,211514,8,,Justin Engel,U,,GER,18.2,3-4(7) 4-2 4-2 4-2,5,RR,81,17,0,67,52,44,10,12,3,3,4,1,76,54,32,15,12,7,10,116,542,187,316
2025-7696,Next Gen Finals,Hard,8,F,20251217,388,210460,6,,Nishesh Basavareddy,R,180,USA,20.6,209976,3,,Dino Prizmic,R,188,CRO,20.3,4-2 4-3(7) 3-4(3) 4-2,5,RR,114,2,1,73,49,39,12,12,1,2,14,6,80,50,38,13,12,3,6,167,349,128,487
2025-7696,Next Gen Finals,Hard,8,F,20251217,387,209976,3,,Dino Prizmic,R,188,CRO,20.3,211514,8,,Justin Engel,U,,GER,18.2,4-1 2-4 4-3(3) 4-1,5,RR,88,6,2,71,46,35,15,12,4,5,6,0,66,47,34,6,10,7,9,128,487,187,316
2025-7696,Next Gen Finals,Hard,8,F,20251217,386,210460,6,,Nishesh Basavareddy,R,180,USA,20.6,211514,8,,Justin Engel,U,,GER,18.2,4-3(3) 4-2 4-3(5),5,RR,70,8,3,55,30,27,17,9,1,1,9,1,61,44,32,6,9,6,7,167,349,187,316
2025-M-DC-2025-FLS-M-ARG-GER-01,Davis Cup Finals QF: ARG vs GER,Hard,2,D,20251120,1,144869,,,Tomas Martin Etcheverry,R,196,ARG,26.3,105526,,,Jan Lennard Struff,R,193,GER,35.5,7-6(3) 7-6(7),3,RR,,,,,,,,,,,,,,,,,,,,60,920,84,711
2025-M-DC-2025-FLS-M-ARG-GER-01,Davis Cup Finals QF: ARG vs GER,Hard,2,D,20251120,2,100644,,,Alexander Zverev,R,198,GER,28.5,202103,,,Francisco Cerundolo,R,185,ARG,27.2,6-4 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,3,5160,21,2085
2025-M-DC-2025-FLS-M-ESP-CZE-01,Davis Cup Finals QF: ESP vs CZE,Hard,2,D,20251120,1,210150,,,Jakub Mensik,R,193,CZE,20.2,105807,,,Pablo Carreno Busta,R,188,ESP,34.3,7-5 6-4,3,RR,,,,,,,,,,,,,,,,,,,,19,2180,89,681
2025-M-DC-2025-FLS-M-ESP-CZE-01,Davis Cup Finals QF: ESP vs CZE,Hard,2,D,20251120,2,144719,,,Jaume Munar,R,183,ESP,28.5,208103,,,Jiri Lehecka,R,185,CZE,24.0,6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,36,1395,17,2325
2025-M-DC-2025-FLS-M-ESP-GER-01,Davis Cup Finals SF: ESP vs GER,Hard,2,D,20251122,1,105807,,,Pablo Carreno Busta,R,188,ESP,34.3,105526,,,Jan Lennard Struff,R,193,GER,35.5,6-4 7-6(6),3,RR,,,,,,,,,,,,,,,,,,,,89,681,84,711
2025-M-DC-2025-FLS-M-ESP-GER-01,Davis Cup Finals SF: ESP vs GER,Hard,2,D,20251122,2,100644,,,Alexander Zverev,R,198,GER,28.5,144719,,,Jaume Munar,R,183,ESP,28.5,7-6(2) 7-6(5),3,RR,,,,,,,,,,,,,,,,,,,,3,5160,36,1395
2025-M-DC-2025-FLS-M-FRA-BEL-01,Davis Cup Finals QF: FRA vs BEL,Hard,2,D,20251118,1,209920,,,Raphael Collignon,R,191,BEL,23.8,144895,,,Corentin Moutet,L,180,FRA,26.5,2-6 7-5 7-5,3,RR,,,,,,,,,,,,,,,,,,,,86,704,35,1408
2025-M-DC-2025-FLS-M-FRA-BEL-01,Davis Cup Finals QF: FRA vs BEL,Hard,2,D,20251118,2,200267,,,Zizou Bergs,R,185,BEL,26.4,126239,,,Arthur Rinderknech,R,196,FRA,30.3,6-3 7-6(4),3,RR,,,,,,,,,,,,,,,,,,,,43,1218,29,1540
2025-M-DC-2025-FLS-M-ITA-AUT-01,Davis Cup Finals QF: ITA vs AUT,Hard,2,D,20251119,1,126610,,,Matteo Berrettini,R,196,ITA,29.5,200514,,,Jurij Rodionov,L,191,AUT,26.5,6-3 7-6(4),3,RR,,,,,,,,,,,,,,,,,,,,56,945,177,329
2025-M-DC-2025-FLS-M-ITA-AUT-01,Davis Cup Finals QF: ITA vs AUT,Hard,2,D,20251119,2,207925,,,Flavio Cobolli,R,183,ITA,23.5,209209,,,Filip Misolic,R,180,AUT,24.2,6-1 6-3,3,RR,,,,,,,,,,,,,,,,,,,,22,2025,79,726
2025-M-DC-2025-FLS-M-ITA-BEL-01,Davis Cup Finals SF: ITA vs BEL,Hard,2,D,20251121,1,126610,,,Matteo Berrettini,R,196,ITA,29.5,209920,,,Raphael Collignon,R,191,BEL,23.8,6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,56,945,86,704
2025-M-DC-2025-FLS-M-ITA-BEL-01,Davis Cup Finals SF: ITA vs BEL,Hard,2,D,20251121,2,207925,,,Flavio Cobolli,R,183,ITA,23.5,200267,,,Zizou Bergs,R,185,BEL,26.4,6-3 6-7(5) 7-6(15),3,RR,,,,,,,,,,,,,,,,,,,,22,2025,43,1218
2025-M-DC-2025-FLS-M-ITA-ESP-01,Davis Cup Finals F: ITA vs ESP,Hard,2,D,20251123,1,126610,,,Matteo Berrettini,R,196,ITA,29.5,105807,,,Pablo Carreno Busta,R,188,ESP,34.3,6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,56,945,89,681
2025-M-DC-2025-FLS-M-ITA-ESP-01,Davis Cup Finals F: ITA vs ESP,Hard,2,D,20251123,2,207925,,,Flavio Cobolli,R,183,ITA,23.5,144719,,,Jaume Munar,R,183,ESP,28.5,1-6 7-6(5) 7-5,3,RR,,,,,,,,,,,,,,,,,,,,22,2025,36,1395
2025-M-DC-2025-QLS-M-AUS-BEL-01,Davis Cup QLS R2: AUS vs BEL,Hard,4,D,20250913,1,209920,,,Raphael Collignon,R,191,BEL,23.6,200282,,,Alex De Minaur,R,183,AUS,26.5,7-5 3-6 6-3,3,RR,,,,,,,,,,,,,,,,,,,,91,677,8,3545
2025-M-DC-2025-QLS-M-AUS-BEL-01,Davis Cup QLS R2: AUS vs BEL,Hard,4,D,20250913,2,200267,,,Zizou Bergs,R,185,BEL,26.2,111442,,,Jordan Thompson,R,183,AUS,31.3,7-6(4) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,46,1089,77,795
2025-M-DC-2025-QLS-M-AUS-BEL-01,Davis Cup QLS R2: AUS vs BEL,Hard,4,D,20250913,4,200282,,,Alex De Minaur,R,183,AUS,26.5,200267,,,Zizou Bergs,R,185,BEL,26.2,6-2 7-5,3,RR,,,,,,,,,,,,,,,,,,,,8,3545,46,1089
2025-M-DC-2025-QLS-M-AUS-BEL-01,Davis Cup QLS R2: AUS vs BEL,Hard,4,D,20250913,5,209920,,,Raphael Collignon,R,191,BEL,23.6,126846,,,Aleksandar Vukic,R,188,AUS,29.4,6-7(5) 6-2 6-3,3,RR,,,,,,,,,,,,,,,,,,,,91,677,95,668
2025-M-DC-2025-QLS-M-AUS-SWE-01,Davis Cup QLS R1: AUS vs SWE,Hard,4,D,20250131,1,200282,,,Alex De Minaur,R,183,AUS,25.9,144707,,,Mikael Ymer,R,183,SWE,26.3,7-5 6-1,3,RR,,,,,,,,,,,,,,,,,,,,8,3735,,
2025-M-DC-2025-QLS-M-AUS-SWE-01,Davis Cup QLS R1: AUS vs SWE,Hard,4,D,20250131,2,126846,,,Aleksandar Vukic,R,188,AUS,28.8,209863,,,Leo Borg,R,183,SWE,21.7,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,66,868,484,82
2025-M-DC-2025-QLS-M-AUS-SWE-01,Davis Cup QLS R1: AUS vs SWE,Hard,4,D,20250131,4,209863,,,Leo Borg,R,183,SWE,21.7,105188,,,John Peers,R,188,AUS,36.5,7-5 6-4,3,RR,,,,,,,,,,,,,,,,,,,,484,82,,
2025-M-DC-2025-QLS-M-AUT-FIN-01,Davis Cup QLS R1: AUT vs FIN,Clay,4,D,20250131,1,209903,,,Lukas Neumayer,R,183,AUT,22.3,202261,,,Otto Virtanen,R,193,FIN,23.6,6-4 6-7(4) 6-3,3,RR,,,,,,,,,,,,,,,,,,,,219,269,97,614
2025-M-DC-2025-QLS-M-AUT-FIN-01,Davis Cup QLS R1: AUT vs FIN,Clay,4,D,20250131,2,200514,,,Jurij Rodionov,L,191,AUT,25.7,144814,,,Eero Vasa,R,185,FIN,27.9,2-6 6-3 6-3,3,RR,,,,,,,,,,,,,,,,,,,,155,359,568,61
2025-M-DC-2025-QLS-M-AUT-FIN-01,Davis Cup QLS R1: AUT vs FIN,Clay,4,D,20250131,4,209209,,,Filip Misolic,R,180,AUT,23.4,144814,,,Eero Vasa,R,185,FIN,27.9,6-4 6-0,3,RR,,,,,,,,,,,,,,,,,,,,314,164,568,61
2025-M-DC-2025-QLS-M-BRA-FRA-01,Davis Cup QLS R1: BRA vs FRA,Hard,4,D,20250201,1,200005,,,Ugo Humbert,L,188,FRA,26.5,211663,,,Joao Fonseca,R,185,BRA,18.4,7-5 6-3,3,RR,,,,,,,,,,,,,,,,,,,,15,2865,99,600
2025-M-DC-2025-QLS-M-BRA-FRA-01,Davis Cup QLS R1: BRA vs FRA,Hard,4,D,20250201,2,209950,,,Arthur Fils,R,185,FRA,20.6,205734,,,Thiago Seyboth Wild,R,185,BRA,24.8,6-1 6-4,3,RR,,,,,,,,,,,,,,,,,,,,19,2330,76,732
2025-M-DC-2025-QLS-M-BRA-FRA-01,Davis Cup QLS R1: BRA vs FRA,Hard,4,D,20250201,4,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,21.5,207799,,,Matheus Pucinelli De Almeida,R,183,BRA,23.8,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,30,1645,302,173
2025-M-DC-2025-QLS-M-CAN-HUN-01,Davis Cup QLS R1: CAN vs HUN,Hard,4,D,20250201,1,206681,,,Fabian Marozsan,R,193,HUN,25.3,200008,,,Alexis Galarneau,R,180,CAN,25.9,6-3 3-6 6-3,3,RR,,,,,,,,,,,,,,,,,,,,58,960,176,326
2025-M-DC-2025-QLS-M-CAN-HUN-01,Davis Cup QLS R1: CAN vs HUN,Hard,4,D,20250201,2,105916,,,Marton Fucsovics,R,188,HUN,32.9,209113,,,Gabriel Diallo,R,203,CAN,23.3,3-6 6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,96,616,85,672
2025-M-DC-2025-QLS-M-CAN-HUN-01,Davis Cup QLS R1: CAN vs HUN,Hard,4,D,20250201,4,209113,,,Gabriel Diallo,R,203,CAN,23.3,206681,,,Fabian Marozsan,R,193,HUN,25.3,6-1 6-3,3,RR,,,,,,,,,,,,,,,,,,,,85,672,58,960
2025-M-DC-2025-QLS-M-CAN-HUN-01,Davis Cup QLS R1: CAN vs HUN,Hard,4,D,20250201,5,105916,,,Marton Fucsovics,R,188,HUN,32.9,200008,,,Alexis Galarneau,R,180,CAN,25.9,7-6(8) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,96,616,176,326
2025-M-DC-2025-QLS-M-CHI-BEL-01,Davis Cup QLS R1: CHI vs BEL,Hard,4,D,20250201,1,200267,,,Zizou Bergs,R,185,BEL,25.6,144642,,,Tomas Barrios Vera,R,191,CHI,27.1,6-4 6-3,3,RR,,,,,,,,,,,,,,,,,,,,60,932,137,432
2025-M-DC-2025-QLS-M-CHI-BEL-01,Davis Cup QLS R1: CHI vs BEL,Hard,4,D,20250201,2,106426,,,Cristian Garin,R,185,CHI,28.6,210696,,,Alexander Blockx,R,191,BEL,19.8,7-6(6) 6-1,3,RR,,,,,,,,,,,,,,,,,,,,133,452,146,380
2025-M-DC-2025-QLS-M-CHI-BEL-01,Davis Cup QLS R1: CHI vs BEL,Hard,4,D,20250201,4,200267,,,Zizou Bergs,R,185,BEL,25.6,106426,,,Cristian Garin,R,185,CHI,28.6,6-3 4-6 7-5,3,RR,,,,,,,,,,,,,,,,,,,,60,932,133,452
2025-M-DC-2025-QLS-M-CRO-FRA-01,Davis Cup QLS R2: CRO vs FRA,Clay,4,D,20250912,1,144895,,,Corentin Moutet,L,180,FRA,26.3,209976,,,Dino Prizmic,R,188,CRO,20.0,6-4 5-7 6-1,3,RR,,,,,,,,,,,,,,,,,,,,39,1146,119,536
2025-M-DC-2025-QLS-M-CRO-FRA-01,Davis Cup QLS R2: CRO vs FRA,Clay,4,D,20250912,2,126239,,,Arthur Rinderknech,R,196,FRA,30.1,105227,,,Marin Cilic,R,198,CRO,36.9,6-2 6-4,3,RR,,,,,,,,,,,,,,,,,,,,57,932,60,914
2025-M-DC-2025-QLS-M-CRO-FRA-01,Davis Cup QLS R2: CRO vs FRA,Clay,4,D,20250912,4,144895,,,Corentin Moutet,L,180,FRA,26.3,105227,,,Marin Cilic,R,198,CRO,36.9,7-5 6-4,3,RR,,,,,,,,,,,,,,,,,,,,39,1146,60,914
2025-M-DC-2025-QLS-M-CRO-SVK-01,Davis Cup QLS R1: CRO vs SVK,Hard,4,D,20250131,1,207213,,,Duje Ajdukovic,R,188,CRO,23.9,127760,,,Lukas Klein,R,193,SVK,26.8,7-6(4) 6-3,3,RR,,,,,,,,,,,,,,,,,,,,158,354,153,365
2025-M-DC-2025-QLS-M-CRO-SVK-01,Davis Cup QLS R1: CRO vs SVK,Hard,4,D,20250131,2,209976,,,Dino Prizmic,R,188,CRO,19.4,106075,,,Jozef Kovalik,R,183,SVK,32.2,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,368,134,127,484
2025-M-DC-2025-QLS-M-CRO-SVK-01,Davis Cup QLS R1: CRO vs SVK,Hard,4,D,20250131,4,105613,,,Norbert Gombos,R,193,SVK,34.4,212063,,,Matej Dodig,R,188,CRO,19.5,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,408,115,263,204
2025-M-DC-2025-QLS-M-DEN-ESP-01,Davis Cup QLS R2: DEN vs ESP,Clay,4,D,20250913,1,208029,,,Holger Rune,R,188,DEN,22.3,105807,,,Pablo Carreno Busta,R,188,ESP,34.1,7-5 6-3,3,RR,,,,,,,,,,,,,,,,,,,,11,3090,123,518
2025-M-DC-2025-QLS-M-DEN-ESP-01,Davis Cup QLS R2: DEN vs ESP,Clay,4,D,20250913,2,209284,,,Elmer Moller,R,183,DEN,22.1,144719,,,Jaume Munar,R,183,ESP,28.3,2-6 6-1 6-4,3,RR,,,,,,,,,,,,,,,,,,,,113,558,37,1253
2025-M-DC-2025-QLS-M-DEN-ESP-01,Davis Cup QLS R2: DEN vs ESP,Clay,4,D,20250913,4,124079,,,Pedro Martinez,R,185,ESP,28.3,208029,,,Holger Rune,R,188,DEN,22.3,6-1 4-6 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,67,873,11,3090
2025-M-DC-2025-QLS-M-DEN-ESP-01,Davis Cup QLS R2: DEN vs ESP,Clay,4,D,20250913,5,105807,,,Pablo Carreno Busta,R,188,ESP,34.1,209284,,,Elmer Moller,R,183,DEN,22.1,6-2 6-3,3,RR,,,,,,,,,,,,,,,,,,,,123,518,113,558
2025-M-DC-2025-QLS-M-GER-ISR-01,Davis Cup QLS R1: GER vs ISR,Hard,4,D,20250131,1,109739,,,Maximilian Marterer,L,188,GER,29.6,200075,,,Yshai Oliel,L,188,ISR,25.0,6-2 5-7 6-4,3,RR,,,,,,,,,,,,,,,,,,,,198,303,531,69
2025-M-DC-2025-QLS-M-GER-ISR-01,Davis Cup QLS R1: GER vs ISR,Hard,4,D,20250131,2,105870,,,Yannick Hanfmann,R,193,GER,33.2,131951,,,Daniel Cukierman,R,,ISR,29.5,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,92,618,556,63
2025-M-DC-2025-QLS-M-GER-ISR-01,Davis Cup QLS R1: GER vs ISR,Hard,4,D,20250131,4,210645,,,Ofek Shimanov ,U,,ISR,19.5,109054,,,Daniel Masur,R,183,GER,30.2,6-7(2) 6-3 [10-8],3,RR,,,,,,,,,,,,,,,,,,,,1226,7,265,202
2025-M-DC-2025-QLS-M-GER-JPN-01,Davis Cup QLS R2: GER vs JPN,Hard,4,D,20250912,1,105526,,,Jan Lennard Struff,R,193,GER,35.3,106415,,,Yoshihito Nishioka,L,170,JPN,29.9,6-4 6-7(4) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,98,648,153,399
2025-M-DC-2025-QLS-M-GER-JPN-01,Davis Cup QLS R2: GER vs JPN,Hard,4,D,20250912,2,105870,,,Yannick Hanfmann,R,193,GER,33.8,208278,,,Shintaro Mochizuki,R,175,JPN,22.2,6-3 6-3,3,RR,,,,,,,,,,,,,,,,,,,,135,469,104,614
2025-M-DC-2025-QLS-M-GER-JPN-01,Davis Cup QLS R2: GER vs JPN,Hard,4,D,20250912,4,211514,,,Justin Engel,U,,GER,17.9,210536,,,Rei Sakamoto,R,193,JPN,19.2,6-3 6-7(2) 10-7,3,RR,,,,,,,,,,,,,,,,,,,,219,253,189,281
2025-M-DC-2025-QLS-M-HUN-AUT-01,Davis Cup QLS R2: HUN vs AUT,Hard,4,D,20250912,1,200514,,,Jurij Rodionov,L,191,AUT,26.3,206681,,,Fabian Marozsan,R,193,HUN,25.9,6-2 6-7(5) 7-5,3,RR,,,,,,,,,,,,,,,,,,,,158,378,56,935
2025-M-DC-2025-QLS-M-HUN-AUT-01,Davis Cup QLS R2: HUN vs AUT,Hard,4,D,20250912,2,209903,,,Lukas Neumayer,R,183,AUT,23.0,105916,,,Marton Fucsovics,R,188,HUN,33.5,6-3 3-6 7-6(7),3,RR,,,,,,,,,,,,,,,,,,,,173,317,59,916
2025-M-DC-2025-QLS-M-HUN-AUT-01,Davis Cup QLS R2: HUN vs AUT,Hard,4,D,20250912,4,200436,,,Zsombor Piros,R,180,HUN,25.9,209903,,,Lukas Neumayer,R,183,AUT,23.0,7-5 7-6(6),3,RR,,,,,,,,,,,,,,,,,,,,154,390,173,317
2025-M-DC-2025-QLS-M-HUN-AUT-01,Davis Cup QLS R2: HUN vs AUT,Hard,4,D,20250912,5,200514,,,Jurij Rodionov,L,191,AUT,26.3,105916,,,Marton Fucsovics,R,188,HUN,33.5,6-2 6-1,3,RR,,,,,,,,,,,,,,,,,,,,158,378,59,916
2025-M-DC-2025-QLS-M-JPN-GBR-01,Davis Cup QLS R1: JPN vs GBR,Hard,4,D,20250131,1,106415,,,Yoshihito Nishioka,L,170,JPN,29.3,126129,,,Billy Harris,R,193,GBR,30.0,7-5 6-1,3,RR,,,,,,,,,,,,,,,,,,,,67,847,129,481
2025-M-DC-2025-QLS-M-JPN-GBR-01,Davis Cup QLS R1: JPN vs GBR,Hard,4,D,20250131,2,207985,,,Jacob Fearnley,R,183,GBR,23.5,105453,,,Kei Nishikori,R,178,JPN,35.0,6-3 6-3,3,RR,,,,,,,,,,,,,,,,,,,,77,731,70,793
2025-M-DC-2025-QLS-M-JPN-GBR-01,Davis Cup QLS R1: JPN vs GBR,Hard,4,D,20250131,4,106415,,,Yoshihito Nishioka,L,170,JPN,29.3,207985,,,Jacob Fearnley,R,183,GBR,23.5,6-3 7-6(0),3,RR,,,,,,,,,,,,,,,,,,,,67,847,77,731
2025-M-DC-2025-QLS-M-JPN-GBR-01,Davis Cup QLS R1: JPN vs GBR,Hard,4,D,20250131,5,105453,,,Kei Nishikori,R,178,JPN,35.0,126129,,,Billy Harris,R,193,GBR,30.0,6-2 6-3,3,RR,,,,,,,,,,,,,,,,,,,,70,793,129,481
2025-M-DC-2025-QLS-M-KOR-CZE-01,Davis Cup QLS R1: KOR vs CZE,Hard,4,D,20250131,1,208103,,,Jiri Lehecka,R,185,CZE,23.2,210498,,,Gerard Campana Lee,R,183,KOR,20.3,6-3 6-3,3,RR,,,,,,,,,,,,,,,,,,,,24,1810,381,127
2025-M-DC-2025-QLS-M-KOR-CZE-01,Davis Cup QLS R1: KOR vs CZE,Hard,4,D,20250131,2,207830,,,Tomas Machac,R,183,CZE,24.2,126952,,,Soon Woo Kwon,R,180,KOR,27.1,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,25,1805,363,135
2025-M-DC-2025-QLS-M-KOR-CZE-01,Davis Cup QLS R1: KOR vs CZE,Hard,4,D,20250131,4,211617,,,Maxim Mrva,U,,CZE,17.4,200321,,,San Hui Sin,R,178,KOR,27.8,7-6(4) 7-6(5),3,RR,,,,,,,,,,,,,,,,,,,,881,20,665,44
2025-M-DC-2025-QLS-M-NED-ARG-01,Davis Cup QLS R2: NED vs ARG,Hard,4,D,20250912,1,144869,,,Tomas Martin Etcheverry,R,196,ARG,26.1,207411,,,Jesper De Jong,R,180,NED,25.2,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,64,890,79,784
2025-M-DC-2025-QLS-M-NED-ARG-01,Davis Cup QLS R2: NED vs ARG,Hard,4,D,20250912,2,202103,,,Francisco Cerundolo,R,185,ARG,27.0,122298,,,Botic Van De Zandschulp,R,191,NED,29.9,7-6(4) 6-1,3,RR,,,,,,,,,,,,,,,,,,,,21,2135,82,759
2025-M-DC-2025-QLS-M-NED-ARG-01,Davis Cup QLS R2: NED vs ARG,Hard,4,D,20250912,4,207411,,,Jesper De Jong,R,180,NED,25.2,207681,,,Francisco Comesana,R,178,ARG,24.9,6-4 6-3,3,RR,,,,,,,,,,,,,,,,,,,,79,784,61,912
2025-M-DC-2025-QLS-M-NOR-ARG-01,Davis Cup QLS R1: NOR vs ARG,Hard,4,D,20250130,1,144869,,,Tomas Martin Etcheverry,R,196,ARG,25.5,149282,,,Nicolai Budkov Kjaer,R,188,NOR,18.4,7-5 2-6 7-6(5),3,RR,,,,,,,,,,,,,,,,,,,,42,1265,506,77
2025-M-DC-2025-QLS-M-NOR-ARG-01,Davis Cup QLS R1: NOR vs ARG,Hard,4,D,20250130,2,134770,,,Casper Ruud,R,183,NOR,26.0,208363,,,Mariano Navone,R,178,ARG,23.9,6-3 6-3,3,RR,,,,,,,,,,,,,,,,,,,,5,4160,49,1158
2025-M-DC-2025-QLS-M-NOR-ARG-01,Davis Cup QLS R1: NOR vs ARG,Hard,4,D,20250130,4,134770,,,Casper Ruud,R,183,NOR,26.0,144869,,,Tomas Martin Etcheverry,R,196,ARG,25.5,6-3 6-3,3,RR,,,,,,,,,,,,,,,,,,,,5,4160,42,1265
2025-M-DC-2025-QLS-M-NOR-ARG-01,Davis Cup QLS R1: NOR vs ARG,Hard,4,D,20250130,5,208363,,,Mariano Navone,R,178,ARG,23.9,149282,,,Nicolai Budkov Kjaer,R,188,NOR,18.4,4-6 6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,49,1158,506,77
2025-M-DC-2025-QLS-M-SRB-DEN-01,Davis Cup QLS R1: SRB vs DEN,Hard,4,D,20250131,1,200175,,,Miomir Kecmanovic,R,183,SRB,25.4,209284,,,Elmer Moller,R,183,DEN,21.5,3-6 6-2 6-1,3,RR,,,,,,,,,,,,,,,,,,,,55,996,149,372
2025-M-DC-2025-QLS-M-SRB-DEN-01,Davis Cup QLS R1: SRB vs DEN,Hard,4,D,20250131,2,209098,,,Hamad Medjedovic,R,188,SRB,21.5,208029,,,Holger Rune,R,188,DEN,21.7,2-6 6-3 6-1,3,RR,,,,,,,,,,,,,,,,,,,,94,617,12,3060
2025-M-DC-2025-QLS-M-SRB-DEN-01,Davis Cup QLS R1: SRB vs DEN,Hard,4,D,20250131,4,208029,,,Holger Rune,R,188,DEN,21.7,200175,,,Miomir Kecmanovic,R,183,SRB,25.4,6-2 6-4,3,RR,,,,,,,,,,,,,,,,,,,,12,3060,55,996
2025-M-DC-2025-QLS-M-SRB-DEN-01,Davis Cup QLS R1: SRB vs DEN,Hard,4,D,20250131,5,209284,,,Elmer Moller,R,183,DEN,21.5,209098,,,Hamad Medjedovic,R,188,SRB,21.5,1-6 6-4 6-3,3,RR,,,,,,,,,,,,,,,,,,,,149,372,94,617
2025-M-DC-2025-QLS-M-SUI-ESP-01,Davis Cup QLS R1: SUI vs ESP,Hard,4,D,20250201,1,124079,,,Pedro Martinez,R,185,ESP,27.7,208502,,,Dominic Stricker,L,183,SUI,22.4,6-4 7-6(7),3,RR,,,,,,,,,,,,,,,,,,,,44,1220,287,183
2025-M-DC-2025-QLS-M-SUI-ESP-01,Davis Cup QLS R1: SUI vs ESP,Hard,4,D,20250201,2,106148,,,Roberto Carballes Baena,R,183,ESP,31.8,208843,,,Jerome Kym,R,198,SUI,21.9,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,51,1071,136,444
2025-M-DC-2025-QLS-M-SUI-ESP-01,Davis Cup QLS R1: SUI vs ESP,Hard,4,D,20250201,4,200329,,,Remy Bertola,R,175,SUI,26.4,212021,,,Martin Landaluce,R,191,ESP,19.0,6-7(2) 6-3 [16-14],3,RR,,,,,,,,,,,,,,,,,,,,283,185,135,448
2025-M-DC-2025-QLS-M-USA-CZE-01,Davis Cup QLS R2: USA vs CZE,Hard,4,D,20250912,1,208103,,,Jiri Lehecka,R,185,CZE,23.8,126207,,,Frances Tiafoe,R,188,USA,27.6,6-3 6-2,3,RR,,,,,,,,,,,,,,,,,,,,16,2415,29,1640
